DatabaseName,TableName,ColumnName,ColumnFormat,ColumnTitle,ColumnType,ColumnUDTName,ColumnLength,DefaultValue,Nullable,CommentString,DecimalTotalDigits,DecimalFractionalDigits,ColumnId,ObjectType
db1,table_K,column_AA_OO,X(5),,CV  ,,5,,Y ,,,,1041,VIEW
db1,table_K,column_OT_EX,X(1),,CF  ,,1,,Y ,,,,1035,VIEW
db1,table_K,column_WF_VQ,YY/MM/DD,,DA  ,,4,,Y ,,,,1033,VIEW
db1,table_K,column_OZ_NT,X(6),,CV  ,,6,,Y ,,,,1030,VIEW
db1,table_G,column_QM_UK,X(1),,CF  ,,1,,Y ,,,,1034,VIEW
db1,table_G,column_TS_GC,X(13),,CF  ,,13,,Y ,,,,1037,VIEW
db1,table_G,column_ZE_SU,-(10)9,,I   ,,4,,Y ,,,,1038,VIEW
db1,table_G,column_OD_BK,-(10)9,,I   ,,4,,Y ,,,,1039,VIEW
db1,table_G,column_ID_AO,YY/MM/DD,,DA  ,,4,,Y ,,,,1042,VIEW
db1,table_G,column_IH_OE,-9,,D   ,,4,,Y ,,9,0,1043,VIEW
db1,table_G,column_LG_HI,YY/MM/DD,,DA  ,,4,,Y ,,,,1044,VIEW
db1,table_G,column_OK_CH,YY/MM/DD,,DA  ,,4,,Y ,,,,1046,VIEW
db1,table_G,column_LN_OO,-(19)9,,I8  ,,8,,Y ,,,,1047,VIEW
db1,table_G,column_MB_YA,--(12).9(8),,D   ,,16,,Y ,,20,8,1048,VIEW
db1,table_G,column_TI_IO,--(12).9(8),,D   ,,16,,Y ,,20,8,1049,VIEW
db1,table_G,column_CB_WT,--(12).9(8),,D   ,,16,,Y ,,20,8,1051,VIEW
db1,table_G,column_DX_QZ,X(3),,CF  ,,3,,Y ,,,,1052,VIEW
db1,table_G,column_JB_TN,X(3),,CF  ,,3,,Y ,,,,1053,VIEW
db1,table_G,column_RM_XW,X(3),,CF  ,,3,,Y ,,,,1054,VIEW
db1,table_G,column_OO_UJ,X(3),,CF  ,,3,,Y ,,,,1055,VIEW
db1,table_G,column_PJ_FI,X(2),,CF  ,,2,,Y ,,,,1057,VIEW
db1,table_G,column_JK_DE,X(1),,CF  ,,1,,Y ,,,,1058,VIEW
db1,table_G,column_AN_RJ,X(1),,CV  ,,1,,Y ,,,,1059,VIEW
db1,table_G,column_QG_SR,X(1),,CF  ,,1,,Y ,,,,1060,VIEW
db1,table_G,column_BA_ES,-(10)9,,I   ,,4,,Y ,,,,1061,VIEW
db1,table_G,column_CG_CE,-(10)9,,I   ,,4,,Y ,,,,1063,VIEW
db1,table_G,column_AD_MF,-(10)9,,I   ,,4,,Y ,,,,1064,VIEW
db1,table_G,column_DH_FT,X(3),,CF  ,,3,,Y ,,,,1065,VIEW
db1,table_G,column_UL_IV,-(10)9,,I   ,,4,,Y ,,,,1066,VIEW
db1,table_G,column_NK_HL,X(1),,CF  ,,1,,Y ,,,,1067,VIEW
db1,table_G,column_TD_RU,X(3),,CF  ,,3,,Y ,,,,1069,VIEW
db1,table_G,column_QC_HX,X(1),,CF  ,,1,,Y ,,,,1070,VIEW
db1,table_G,column_KC_IF,--(12).9(8),,D   ,,16,,Y ,,20,8,1071,VIEW
db1,table_G,column_ZY_HK,--(12).9(8),,D   ,,16,,Y ,,20,8,1072,VIEW
db1,table_G,column_YH_MO,-(10)9,,I   ,,4,,Y ,,,,1073,VIEW
db1,table_G,column_UW_TD,9,,D   ,,4,,Y ,,6,0,1074,VIEW
db1,table_G,column_EW_IE,-(10)9,,I   ,,4,,Y ,,,,1075,VIEW
db1,table_G,column_KF_DV,YY/MM/DD,,DA  ,,4,,Y ,,,,1076,VIEW
db1,table_G,column_QG_YO,-(10)9,,I   ,,4,,Y ,,,,1077,VIEW
db1,table_G,column_SV_VC,-(10)9,,I   ,,4,,Y ,,,,1078,VIEW
db1,table_G,column_GA_JT,-(10)9,,I   ,,4,,Y ,,,,1079,VIEW
db1,table_G,column_CT_GJ,-(10)9,,I   ,,4,,Y ,,,,1080,VIEW
db1,table_G,column_GS_CI,-(10)9,,I   ,,4,,Y ,,,,1081,VIEW
db1,table_G,column_NI_OE,X(1),,CF  ,,1,,Y ,,,,1082,VIEW
db1,table_G,column_EM_OZ,-(10)9,,I   ,,4,,Y ,,,,1083,VIEW
db1,table_G,column_BW_UI,-(10)9,,I   ,,4,,Y ,,,,1084,VIEW
db1,table_G,column_ND_VD,-(10)9,,I   ,,4,,Y ,,,,1085,VIEW
db1,table_G,column_VD_GB,-(10)9,,I   ,,4,,Y ,,,,1086,VIEW
db1,table_G,column_PA_AW,X(8),,CF  ,,8,,Y ,,,,1087,VIEW
db1,table_G,column_RG_UA,X(8),,CF  ,,8,,Y ,,,,1089,VIEW
db1,table_G,column_LA_OO,X(8),,CF  ,,8,,Y ,,,,1090,VIEW
db1,table_G,column_RF_UM,X(8),,CF  ,,8,,Y ,,,,1091,VIEW
db1,table_G,column_TN_ZU,X(1),,CF  ,,1,,Y ,,,,1092,VIEW
db1,table_G,column_CC_OJ,X(1),,CF  ,,1,,Y ,,,,1093,VIEW
db1,table_G,column_YE_QF,X(4),,CF  ,,4,,Y ,,,,1094,VIEW
db1,table_G,column_XX_AE,X(4),,CF  ,,4,,Y ,,,,1096,VIEW
db1,table_G,column_VN_IQ,X(8),,CF  ,,8,,Y ,,,,1088,VIEW
db1,table_G,column_SS_SD,X(3),,CF  ,,3,,Y ,,,,1056,VIEW
db1,table_G,column_CA_SL,-(10)9,,I   ,,4,,Y ,,,,1040,VIEW
db1,table_G,column_JA_WR,X(1),,CF  ,,1,,Y ,,,,1032,VIEW
db1,table_G,column_TW_OA,-(10)9,,I   ,,4,,Y ,,,,1028,VIEW
db1,table_G,column_NY_XT,-(10)9,,I   ,,4,,Y ,,,,1025,VIEW
db1,table_G,column_CS_VS,X(1),,CF  ,,1,,Y ,,,,1095,VIEW
db1,table_G,column_EH_IC,YY/MM/DD,,DA  ,,4,,Y ,,,,1062,VIEW
db1,table_G,column_OA_BM,-9,,D   ,,4,,Y ,,9,0,1045,VIEW
db1,table_G,column_DG_QG,-(10)9,,I   ,,4,,Y ,,,,1036,VIEW
db1,table_G,column_OY_HH,-(10)9,,I   ,,4,,Y ,,,,1031,VIEW
db1,table_G,column_YL_HE,X(1),,CF  ,,1,,Y ,,,,1029,VIEW
db1,table_G,column_CZ_LU,X(1),,CF  ,,1,,Y ,,,,1027,VIEW
db1,table_G,column_XB_PM,-(10)9,,I   ,,4,,Y ,,,,1026,VIEW
db1,table_G,column_NF_EO,-(10)9,,I   ,,4,,Y ,,,,1068,VIEW
db1,table_G,column_NU_TG,--(12).9(8),,D   ,,16,,Y ,,20,8,1050,VIEW
db1,table_G,column_UQ_ZJ,-(10)9,,I   ,,4,,Y ,,,,1041,VIEW
db1,table_G,column_CG_OW,-(19)9,,I8  ,,8,,Y ,,,,1035,VIEW
db1,table_G,column_TB_CX,X(1),,CF  ,,1,,Y ,,,,1033,VIEW
db1,table_G,column_MW_IN,-(10)9,,I   ,,4,,Y ,,,,1030,VIEW
db2,table_N,column_UG_HL,YY/MM/DD,,DA  ,,4,,Y ,,,,1034,VIEW
db2,table_N,column_AL_KC,9,,D   ,,2,,Y ,,4,0,1037,VIEW
db2,table_N,column_CI_SF,9,,D   ,,2,,Y ,,4,0,1038,VIEW
db2,table_N,column_DS_KU,X(1),,CF  ,,1,,Y ,,,,1039,VIEW
db2,table_N,column_BX_GT,-9,,D   ,,4,,Y ,,5,0,1042,VIEW
db2,table_N,column_GP_YP,-9,,D   ,,2,,Y ,,3,0,1043,VIEW
db2,table_N,column_YX_KY,-9,,D   ,,4,,Y ,,7,0,1044,VIEW
db2,table_N,column_TX_RI,X(13),,CF  ,,13,,Y ,,,,1046,VIEW
db2,table_N,column_ZX_UW,-9,,D   ,,1,,Y ,,1,0,1047,VIEW
db2,table_N,column_NX_PL,X(1),,CF  ,,1,,Y ,,,,1048,VIEW
db2,table_N,column_RE_YO,-9,,D   ,,4,,Y ,,7,0,1049,VIEW
db2,table_N,column_TV_OG,-9,,D   ,,2,,Y ,,3,0,1051,VIEW
db2,table_N,column_OM_CX,X(1),,CF  ,,1,,Y ,,,,1052,VIEW
db2,table_N,column_QM_YN,X(1),,CF  ,,1,,Y ,,,,1053,VIEW
db2,table_N,column_CV_QD,X(5),,CF  ,,5,,Y ,,,,1054,VIEW
db2,table_N,column_IM_NV,-9,,D   ,,4,,Y ,,5,0,1055,VIEW
db2,table_N,column_MH_MV,X(8),,CF  ,,8,,Y ,,,,1057,VIEW
db2,table_N,column_NS_XI,X(8),,CF  ,,8,,Y ,,,,1058,VIEW
db2,table_N,column_ZS_EO,X(8),,CF  ,,8,,Y ,,,,1059,VIEW
db2,table_N,column_QF_QG,X(2),,CF  ,,2,,Y ,,,,1060,VIEW
db2,table_N,column_DP_YZ,X(3),,CF  ,,3,,Y ,,,,1061,VIEW
db2,table_N,column_WF_NU,X(1),,CF  ,,1,,Y ,,,,1063,VIEW
db2,table_N,column_AV_BQ,-9,,D   ,,4,,Y ,,5,0,1064,VIEW
db2,table_N,column_JN_ZB,X(1),,CF  ,,1,,Y ,,,,1065,VIEW
db2,table_N,column_QV_OC,X(1),,CF  ,,1,,Y ,,,,1066,VIEW
db2,table_N,column_OX_MD,X(6),,CF  ,,6,,Y ,,,,1067,VIEW
db2,table_N,column_OG_CG,-9,,D   ,,4,,Y ,,5,0,1069,VIEW
db2,table_N,column_TC_UV,X(6),,CF  ,,6,,Y ,,,,1070,VIEW
db2,table_N,column_YE_OE,X(1),,CF  ,,1,,Y ,,,,1071,VIEW
db2,table_N,column_ML_LO,-9,,D   ,,4,,Y ,,7,0,1072,VIEW
db2,table_N,column_NH_QP,X(1),,CF  ,,1,,Y ,,,,1073,VIEW
db2,table_N,column_QW_SJ,-9,,D   ,,4,,Y ,,5,0,1074,VIEW
db2,table_N,column_SA_HQ,-9,,D   ,,2,,Y ,,3,0,1075,VIEW
db2,table_N,column_DT_SF,-9,,D   ,,4,,Y ,,5,0,1076,VIEW
db2,table_N,column_CH_EI,X(1),,CF  ,,1,,Y ,,,,1077,VIEW
db2,table_N,column_AM_EB,X(1),,CF  ,,1,,Y ,,,,1078,VIEW
db2,table_N,column_QW_DB,X(1),,CF  ,,1,,Y ,,,,1079,VIEW
db2,table_N,column_LA_LV,X(2),,CF  ,,2,,Y ,,,,1080,VIEW
db2,table_N,column_RM_AT,X(3),,CF  ,,3,,Y ,,,,1081,VIEW
db2,table_N,column_OV_PS,X(3),,CF  ,,3,,Y ,,,,1082,VIEW
db2,table_N,column_SL_NA,X(3),,CF  ,,3,,Y ,,,,1083,VIEW
db2,table_N,column_RT_OU,X(1),,CF  ,,1,,Y ,,,,1084,VIEW
db2,table_N,column_TO_RL,X(1),,CF  ,,1,,Y ,,,,1085,VIEW
db2,table_N,column_EM_OF,9,,D   ,,4,,Y ,,6,0,1086,VIEW
db2,table_N,column_EO_SB,9,,D   ,,4,,Y ,,6,0,1087,VIEW
db2,table_N,column_MM_IJ,-9,,D   ,,1,,Y ,,1,0,1089,VIEW
db2,table_N,column_OT_BV,9,,D   ,,1,,Y ,,2,0,1090,VIEW
db2,table_N,column_NI_UF,9,,D   ,,1,,Y ,,2,0,1091,VIEW
db2,table_N,column_VV_BN,X(1),,CF  ,,1,,Y ,,,,1092,VIEW
db2,table_N,column_CL_II,X(1),,CF  ,,1,,Y ,,,,1093,VIEW
db2,table_N,column_ZS_UI,X(1),,CF  ,,1,,Y ,,,,1094,VIEW
db2,table_N,column_LL_IR,X(1),,CF  ,,1,,Y ,,,,1096,VIEW
db2,table_N,column_KK_GR,X(1),,CF  ,,1,,Y ,,,,1097,VIEW
db2,table_N,column_PC_YM,X(1),,CF  ,,1,,Y ,,,,1098,VIEW
db2,table_N,column_BH_WQ,X(1),,CF  ,,1,,Y ,,,,1099,VIEW
db2,table_N,column_IL_OC,X(1),,CF  ,,1,,Y ,,,,1100,VIEW
db2,table_N,column_TM_YC,X(1),,CF  ,,1,,Y ,,,,1101,VIEW
db2,table_N,column_HU_BC,X(1),,CF  ,,1,,Y ,,,,1103,VIEW
db2,table_N,column_DJ_NY,X(1),,CF  ,,1,,Y ,,,,1104,VIEW
db2,table_N,column_RZ_VU,9,,D   ,,2,,Y ,,4,0,1105,VIEW
db2,table_N,column_FU_WR,X(3),,CF  ,,3,,Y ,,,,1106,VIEW
db2,table_N,column_GS_HT,X(5),,CF  ,,5,,Y ,,,,1107,VIEW
db2,table_N,column_FK_GR,X(1),,CF  ,,1,,Y ,,,,1108,VIEW
db2,table_N,column_EQ_SI,X(1),,CF  ,,1,,Y ,,,,1109,VIEW
db2,table_N,column_GR_LB,X(1),,CF  ,,1,,Y ,,,,1110,VIEW
db2,table_N,column_NV_MU,X(1),,CF  ,,1,,Y ,,,,1111,VIEW
db2,table_N,column_ME_BL,X(1),,CF  ,,1,,Y ,,,,1112,VIEW
db2,table_N,column_ID_IT,X(1),,CF  ,,1,,Y ,,,,1113,VIEW
db2,table_N,column_RN_BB,X(1),,CF  ,,1,,Y ,,,,1114,VIEW
db2,table_N,column_YJ_PF,X(1),,CF  ,,1,,Y ,,,,1115,VIEW
db2,table_N,column_GZ_VJ,-9,,D   ,,4,,Y ,,9,0,1116,VIEW
db2,table_N,column_DG_MI,-9,,D   ,,4,,Y ,,5,0,1117,VIEW
db2,table_N,column_OX_FG,X(6),,CF  ,,6,,Y ,,,,1118,VIEW
db2,table_N,column_ZT_UZ,X(6),,CF  ,,6,,Y ,,,,1119,VIEW
db2,table_N,column_CJ_AR,X(1),,CF  ,,1,,Y ,,,,1120,VIEW
db2,table_N,column_YM_FI,X(4),,CF  ,,4,,Y ,,,,1121,VIEW
db2,table_N,column_CE_IE,X(1),,CF  ,,1,,Y ,,,,1122,VIEW
db2,table_N,column_HT_UV,X(8),,CF  ,,8,,Y ,,,,1123,VIEW
db2,table_N,column_EM_UQ,X(1),,CF  ,,1,,Y ,,,,1124,VIEW
db2,table_N,column_IZ_EB,X(6),,CF  ,,6,,Y ,,,,1125,VIEW
db2,table_N,column_FH_XX,X(27),,CV  ,,27,,Y ,,,,1126,VIEW
db2,table_N,column_QM_WT,X(8),,CF  ,,8,,Y ,,,,1127,VIEW
db2,table_N,column_PT_LF,X(8),,CF  ,,8,,Y ,,,,1128,VIEW
db2,table_N,column_VG_TX,X(8),,CF  ,,8,,Y ,,,,1129,VIEW
db2,table_N,column_RZ_KB,X(8),,CF  ,,8,,Y ,,,,1130,VIEW
db2,table_N,column_LG_VO,X(8),,CF  ,,8,,Y ,,,,1131,VIEW
db2,table_N,column_RV_RZ,X(8),,CF  ,,8,,Y ,,,,1132,VIEW
db2,table_N,column_TE_RA,X(1),,CF  ,,1,,Y ,,,,1133,VIEW
db2,table_N,column_MH_GL,X(1),,CF  ,,1,,Y ,,,,1134,VIEW
db2,table_N,column_SX_OJ,X(1),,CF  ,,1,,Y ,,,,1135,VIEW
db2,table_N,column_HD_CP,X(1),,CF  ,,1,,Y ,,,,1136,VIEW
db2,table_N,column_HU_SK,X(1),,CF  ,,1,,Y ,,,,1137,VIEW
db2,table_N,column_IM_OO,-9,,D   ,,4,,Y ,,9,0,1138,VIEW
db2,table_N,column_MO_NK,X(1),,CF  ,,1,,Y ,,,,1139,VIEW
db2,table_N,column_VF_BH,X(1),,CF  ,,1,,Y ,,,,1140,VIEW
db2,table_N,column_WP_SQ,X(8),,CF  ,,8,,Y ,,,,1141,VIEW
db2,table_N,column_RN_ZT,X(1),,CF  ,,1,,Y ,,,,1142,VIEW
db2,table_N,column_EH_AN,X(1),,CF  ,,1,,Y ,,,,1143,VIEW
db2,table_N,column_KF_HH,X(11),,CV  ,,11,,Y ,,,,1144,VIEW
db2,table_N,column_GU_BH,X(8),,CF  ,,8,,Y ,,,,1145,VIEW
db2,table_N,column_XW_ZQ,9,,D   ,,2,,Y ,,4,0,1146,VIEW
db2,table_N,column_KM_NR,X(1),,CF  ,,1,,Y ,,,,1147,VIEW
db2,table_N,column_JP_SQ,X(1),,CF  ,,1,,Y ,,,,1148,VIEW
db2,table_N,column_BR_EK,X(1),,CF  ,,1,,Y ,,,,1149,VIEW
db2,table_N,column_BF_RQ,X(1),,CF  ,,1,,Y ,,,,1150,VIEW
db2,table_N,column_SX_KA,-9,,D   ,,4,,Y ,,9,0,1151,VIEW
db2,table_N,column_NV_FF,X(1),,CF  ,,1,,Y ,,,,1153,VIEW
db2,table_N,column_FO_GK,X(14),,CV  ,,14,,Y ,,,,1154,VIEW
db2,table_N,column_CB_LU,-(10)9,,I   ,,4,,Y ,,,,1155,VIEW
db2,table_N,column_HQ_DO,-(10)9,,I   ,,4,,Y ,,,,1156,VIEW
db2,table_N,column_FI_SG,YY/MM/DD,,DA  ,,4,,Y ,,,,1157,VIEW
db2,table_N,column_DT_PJ,YY/MM/DD,,DA  ,,4,,Y ,,,,1158,VIEW
db2,table_N,column_QE_JK,X(1),,CF  ,,1,,Y ,,,,1152,VIEW
db2,table_N,column_KR_TF,X(8),,CF  ,,8,,Y ,,,,1056,VIEW
db2,table_N,column_XV_ZE,X(4),,CF  ,,4,,Y ,,,,1040,VIEW
db2,table_N,column_ER_JF,YY/MM/DD,,DA  ,,4,,Y ,,,,1032,VIEW
db2,table_N,column_DA_JZ,-9,,D   ,,4,,Y ,,9,0,1028,VIEW
db2,table_N,column_CP_SI,X(1),,CF  ,,1,,Y ,,,,1026,VIEW
db2,table_N,column_XH_ZK,X(6),,CF  ,,6,,Y ,,,,1025,VIEW
db2,table_N,column_UF_XT,-9,,D   ,,2,,Y ,,3,0,1088,VIEW
db2,table_N,column_JJ_WD,X(3),,CF  ,,3,,Y ,,,,1062,VIEW
db2,table_N,column_UD_BY,9,,D   ,,4,,Y ,,6,0,1045,VIEW
db2,table_N,column_BI_ZC,YY/MM/DD,,DA  ,,4,,Y ,,,,1036,VIEW
db2,table_N,column_CQ_XD,-(19)9,,I8  ,,8,,Y ,,,,1031,VIEW
db2,table_N,column_OF_OX,X(5),,CF  ,,5,,Y ,,,,1029,VIEW
db2,table_N,column_FR_OX,-9,,D   ,,4,,Y ,,5,0,1027,VIEW
db2,table_N,column_CZ_IX,X(1),,CF  ,,1,,Y ,,,,1095,VIEW
db2,table_N,column_JJ_MT,X(1),,CF  ,,1,,Y ,,,,1102,VIEW
db2,table_N,column_TT_PE,X(1),,CF  ,,1,,Y ,,,,1068,VIEW
db2,table_N,column_NR_OF,9,,D   ,,2,,Y ,,4,0,1050,VIEW
db2,table_N,column_CI_UC,-9,,D   ,,4,,Y ,,5,0,1041,VIEW
db2,table_N,column_LS_FL,YY/MM/DD,,DA  ,,4,,Y ,,,,1035,VIEW
db2,table_N,column_IS_YY,YY/MM/DD,,DA  ,,4,,Y ,,,,1033,VIEW
db2,table_N,column_JA_TR,X(1),,CF  ,,1,,Y ,,,,1030,VIEW
db1,table_Y,column_AB_ZR,0.99,,D   ,,8,,Y ,,15,2,1034,VIEW
db1,table_Y,column_DA_LM,0.99,,D   ,,8,,Y ,,15,2,1037,VIEW
db1,table_Y,column_NW_TN,0.99,,D   ,,8,,Y ,,15,2,1038,VIEW
db1,table_Y,column_XN_QZ,0.99,,D   ,,8,,Y ,,15,2,1039,VIEW
db1,table_Y,column_LC_MR,X(1),,CF  ,,1,,Y ,,,,1042,VIEW
db1,table_Y,column_TK_DJ,X(20),,CV  ,,20,,Y ,,,,1043,VIEW
db1,table_Y,column_XX_VW,X(20),,CV  ,,20,,Y ,,,,1044,VIEW
db1,table_Y,column_TN_CY,X(20),,CV  ,,20,,Y ,,,,1046,VIEW
db1,table_Y,column_ZQ_VK,X(20),,CV  ,,20,,Y ,,,,1047,VIEW
db1,table_Y,column_NP_UP,X(2),,CF  ,,2,,Y ,,,,1048,VIEW
db1,table_Y,column_JT_OW,X(2),,CF  ,,2,,Y ,,,,1049,VIEW
db1,table_Y,column_CI_UP,X(3),,CV  ,,3,,Y ,,,,1051,VIEW
db1,table_Y,column_OE_AN,YY/MM/DD,,DA  ,,4,,Y ,,,,1052,VIEW
db1,table_Y,column_KU_DX,YY/MM/DD,,DA  ,,4,,Y ,,,,1053,VIEW
db1,table_Y,column_MJ_XV,YY/MM/DD,,DA  ,,4,,Y ,,,,1054,VIEW
db1,table_Y,column_PS_XN,X(20),,CV  ,,20,,Y ,,,,1055,VIEW
db1,table_Y,column_SE_LG,X(4),,CV  ,,4,,Y ,,,,1057,VIEW
db1,table_Y,column_OZ_NW,-(10)9,,I   ,,4,,Y ,,,,1058,VIEW
db1,table_Y,column_TY_QY,-(10)9,,I   ,,4,,Y ,,,,1059,VIEW
db1,table_Y,column_XL_BZ,-(10)9,,I   ,,4,,Y ,,,,1060,VIEW
db1,table_Y,column_WK_IN,YY/MM/DD,,DA  ,,4,,Y ,,,,1061,VIEW
db1,table_Y,column_JF_IH,X(1),,CF  ,,1,,Y ,,,,1063,VIEW
db1,table_Y,column_DZ_LF,X(20),,CV  ,,20,,Y ,,,,1064,VIEW
db1,table_Y,column_JA_LJ,-(10)9,,I   ,,4,,Y ,,,,1065,VIEW
db1,table_Y,column_VG_NG,X(5),,CV  ,,5,,Y ,,,,1066,VIEW
db1,table_Y,column_KB_NU,X(20),,CV  ,,20,,Y ,,,,1067,VIEW
db1,table_Y,column_OY_SX,X(10),,CV  ,,10,,Y ,,,,1069,VIEW
db1,table_Y,column_RL_NH,0.99,,D   ,,8,,Y ,,15,2,1070,VIEW
db1,table_Y,column_XJ_KI,0.99,,D   ,,8,,Y ,,15,2,1071,VIEW
db1,table_Y,column_XQ_GM,X(1),,CF  ,,1,,Y ,,,,1072,VIEW
db1,table_Y,column_VR_EI,X(10),,CV  ,,10,,Y ,,,,1073,VIEW
db1,table_Y,column_GY_EM,X(60),,CV  ,,60,,Y ,,,,1074,VIEW
db1,table_Y,column_HF_EM,X(20),,CV  ,,20,,Y ,,,,1075,VIEW
db1,table_Y,column_MG_CB,YY/MM/DD,,DA  ,,4,,Y ,,,,1076,VIEW
db1,table_Y,column_LW_SI,X(1),,CF  ,,1,,Y ,,,,1077,VIEW
db1,table_Y,column_ZF_NH,X(4),,CF  ,,4,,Y ,,,,1078,VIEW
db1,table_Y,column_VE_OV,X(20),,CV  ,,20,,Y ,,,,1079,VIEW
db1,table_Y,column_RS_MG,X(2),,CV  ,,2,,Y ,,,,1080,VIEW
db1,table_Y,column_VM_RT,X(2),,CF  ,,2,,Y ,,,,1081,VIEW
db1,table_Y,column_VP_QB,X(10),,CV  ,,10,,Y ,,,,1082,VIEW
db1,table_Y,column_TU_CL,X(2),,CF  ,,2,,Y ,,,,1083,VIEW
db1,table_Y,column_ZV_CJ,X(6),,CV  ,,6,,Y ,,,,1084,VIEW
db1,table_Y,column_NG_ON,X(1),,CF  ,,1,,Y ,,,,1085,VIEW
db1,table_Y,column_ZP_XC,X(1),,CF  ,,1,,Y ,,,,1086,VIEW
db1,table_Y,column_CG_YT,X(3),,CF  ,,3,,Y ,,,,1087,VIEW
